date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason,distance_rounded
2025-05-21,05:30:00,Wednesday,Buy,3316.62,3289.1,27.5,28.62,1.04,8,Stop Loss,27
2014-12-01,14:30:00,Monday,Buy,1196.38,1169.04,27.3,41.75,1.53,129,Stop Loss,27
2021-01-18,02:30:00,Monday,Buy,1828.83,1801.27,27.6,46.66,1.69,81,Stop Loss,27
2025-04-28,05:30:00,Monday,Buy,3295.29,3267.73,27.6,57.63,2.09,14,Stop Loss,27
2025-06-30,01:30:00,Monday,Buy,3273.99,3246.64,27.4,557.32,20.38,393,End of Data,27
2025-05-05,01:30:00,Monday,Buy,3264.9,3237.25,27.6,170.15,6.15,32,Stop Loss,27
2023-11-14,14:30:00,Tuesday,Buy,1967.86,1940.43,27.4,1863.45,67.93,2892,End of Data,27
2011-09-29,01:30:00,Thursday,Buy,1609.35,1582.29,27.1,193.45,7.15,325,Stop Loss,27
2011-08-08,18:30:00,Monday,Buy,1719.43,1692.2,27.2,201.37,7.4,202,Stop Loss,27
2022-02-11,18:30:00,Friday,Buy,1857.25,1829.35,27.9,213.1,7.64,378,Stop Loss,27
2023-03-10,14:30:00,Friday,Buy,1858.48,1831.43,27.1,221.0,8.17,869,Stop Loss,27
2020-03-20,01:30:00,Friday,Buy,1481.97,1454.26,27.7,2349.34,84.78,8545,End of Data,27
2010-06-07,18:30:00,Monday,Buy,1240.65,1213.55,27.1,24.45,SL,104,Stop Loss,27
2011-10-03,09:30:00,Monday,Buy,1660.05,1632.15,27.9,19.0,SL,8,Stop Loss,27
2012-02-07,18:30:00,Tuesday,Buy,1748.23,1721.26,27.0,4.23,SL,16,Stop Loss,27
2013-08-02,14:30:00,Friday,Buy,1310.79,1282.98,27.8,9.83,SL,12,Stop Loss,27
2013-09-06,14:30:00,Friday,Buy,1385.34,1358.26,27.1,9.15,SL,12,Stop Loss,27
2014-12-01,18:30:00,Monday,Buy,1219.4,1191.88,27.5,0.0,SL,5,Stop Loss,27
2016-03-10,14:30:00,Thursday,Buy,1263.78,1236.75,27.0,20.63,SL,14,Stop Loss,27
2020-03-09,01:30:00,Monday,Buy,1701.05,1673.69,27.4,0.26,SL,1,Stop Loss,27
2020-09-09,14:30:00,Wednesday,Buy,1947.5,1919.69,27.8,26.05,SL,48,Stop Loss,27
2025-04-25,21:30:00,Friday,Buy,3314.67,3287.56,27.1,16.03,SL,1,Stop Loss,27
